artist,song_name,genres,album_name,song_id,album_id,genres_list,singular_genre,Top Emotions
James Levy And The Blood Red Rose,Hung to Dry,"Alternative, indie",Pray to Be Free,5CYUACvbWnuIP9p3Rb0UUJ,1eIUEuPQdGSHS5s3l9YD8D,"['Alternative', 'indie']",Alternative,Emotions unable to be determined
k.d. lang,Constant Craving,"canadian singer-songwriter, queer country, singer-songwriter, folk, permanent wave, lilith, women's music, canadian country, new wave pop, canadian pop",Ingénue,5TK55y7SXDt36Fi14WBG8X,1XHEQqyatYvfK5cEJfkPeK,"['canadian singer-songwriter', 'queer country', 'singer-songwriter', 'folk', 'permanent wave', 'lilith', ""women's music"", 'canadian country', 'new wave pop', 'canadian pop']",Folk,Emotions unable to be determined
ONE OK ROCK,We Are,"j-pop, j-rock",Ambitions,57sk9X1fPLXRfkw74XNrmK,0p1YL9nzIuKTonZH6Gq58i,"['j-pop', 'j-rock']",Pop,Emotions unable to be determined
Juicy J,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),"trap, southern hip hop, memphis hip hop, rap, pop rap, crunk",Rubba Band Business,5HmhfuQOiPFowUEjN6ytZk,6Jcm9JP8Bq9sOXtOc0iIXS,"['trap', 'southern hip hop', 'memphis hip hop', 'rap', 'pop rap', 'crunk']",Hip-Hop,"Excitement, Anger"
Gamma,What's Gone Is Gone,"Dance, electronic, rock ",Gamma 3,1zXIQgJ1dOkTc30s5SlKEO,1f0jFn71CDwZPnGwHLGK0U,"['Dance', 'electronic', 'rock ']",Electronic,Emotions unable to be determined
Train,Meet Virginia,"neo mellow, pop, pop rock, dance pop",Train,4ocbH5ZJqajZIpUrqRUoue,01aoYWjhjshlHf5vJNYb03,"['neo mellow', 'pop', 'pop rock', 'dance pop']",Pop,Emotions unable to be determined
Shanice,Lovin' You,"new jack swing, urban contemporary, contemporary r&b",Every Woman Dreams,43ECvyIjhdnLnMLeH06KnG,4DovKHsPiwEG9mUl03IbBi,"['new jack swing', 'urban contemporary', 'contemporary r&b']",R&B,Emotions unable to be determined
Marko Hietala,Stones,"finnish heavy metal, symphonic metal",Pyre of the Black Heart,44uGb57t7P6GVAiKFOpbgz,78zhjdoPfvExC54pRAU9Sm,"['finnish heavy metal', 'symphonic metal']",Rock,"Distress, Anger, Anxiety"
Deacon Blue,Real Gone Kid,"scottish rock, sophisti-pop, new romantic, new wave pop",When the World Knows Your Name,1kBTjMOQcmrI5tW94GpdYG,2yBIZUvK09HBf6M7Tti3Wy,"['scottish rock', 'sophisti-pop', 'new romantic', 'new wave pop']",Pop,Emotions unable to be determined
Martha and the Muffins,Xoa Oho,"classic canadian rock, new wave pop",Mystery Walk,1BYa7TqfEHJs4AMOZTR6sn,3YHJez8c7BKClWB0JpRPf8,"['classic canadian rock', 'new wave pop']",Pop,Emotions unable to be determined
Screwball,F.A.Y.B.A.N.,queens hip hop,Y2K: The Album,3AoEnlrURQTCYvNVFqSXQo,2ztkCkIhykYgT6MMQiGaSA,['queens hip hop'],Hip-Hop,"Anger, Excitement, Amusement"
Gabrielle Aplin,Miss You,"uk pop, indie anthem-folk, neo-singer-songwriter, viral pop, acoustic pop",Dear Happy,2WKeTEvN7Wq8O40PoaMb3b,5a96csz24Uvb9j3nrcdOXj,"['uk pop', 'indie anthem-folk', 'neo-singer-songwriter', 'viral pop', 'acoustic pop']",Pop,Emotions unable to be determined
Pulp,Looking for Life,"permanent wave, britpop, sheffield indie, alternative rock",It,7BWZtd9FkBFIk5djWbR8QM,5nPaluZcEr9C3cv5BxXpLT,"['permanent wave', 'britpop', 'sheffield indie', 'alternative rock']",Pop,Emotions unable to be determined
Louis Tomlinson,Kill My Mind,pop,Walls,4emicu3yCflgo7z6cAuw5j,4F4wlAmPyUVCyISxlePFL9,['pop'],Pop,Distress
Willie Nile,Heaven Help the Lonely,roots rock,Places I Have Never Been,0ksu79R61JUeh8iCXOCIA2,0FPQC9ut4LMkFrA7qeSE8e,['roots rock'],Rock,Emotions unable to be determined
Blood Duster,SixSixSixteen,"deathgrind, australian metal, grindcore",Blood Duster,1r2yUJizzCMs3VTPuo7ov7,7a0EyIX4AdCap2pmN7ebQv,"['deathgrind', 'australian metal', 'grindcore']",Rock,Emotions unable to be determined
Foster The People,Sit Next to Me,"rock, modern rock, indietronica, modern alternative rock",Sacred Hearts Club,4BdGO1CaObRD4La9l5Zanz,5lFvZh6pCTJzr9UStebyCF,"['rock', 'modern rock', 'indietronica', 'modern alternative rock']",Rock,Emotions unable to be determined
Bonobo,Kerala,"trip hop, downtempo, jazztronica, indietronica, nu jazz, instrumental hip hop, electronica",Migration,5DAjrJqXqYtgr67pVhmUeR,2T64N96AVfsrRFJCUXQEoZ,"['trip hop', 'downtempo', 'jazztronica', 'indietronica', 'nu jazz', 'instrumental hip hop', 'electronica']",Jazz,Emotions unable to be determined
Jeremy Riddle,All Hail King Jesus,"world worship, christian music, deep ccm, ccm, worship",More,0FRdprdBRrdo0jMxhK0hTy,2mGewKlkzqeAld4N3T1lfx,"['world worship', 'christian music', 'deep ccm', 'ccm', 'worship']",World,Emotions unable to be determined
Iron Maiden,Revelations (2015 Remaster),"nwobhm, rock, hard rock, alternative metal, metal",Piece of Mind,2WYg8uUWaTPTAvFQVh3JuI,0wza6LbioNIj4FsDAIDz66,"['nwobhm', 'rock', 'hard rock', 'alternative metal', 'metal']",Rock,Excitement
Wire,Kidney Bingos,"punk, uk post-punk, post-punk, art punk, experimental rock, alternative rock",A Bell Is a Cup,4kM4aFaonMCZb8rfC7yn2G,7AOVTgTv3c6unU0B95HE5c,"['punk', 'uk post-punk', 'post-punk', 'art punk', 'experimental rock', 'alternative rock']",Rock,Emotions unable to be determined
Kelley Stoltz,Ever Thought Of Coming Back,bay area indie,Below the Branches,16qInqHcSDiQApONDzoSIK,23UYYhE00jDrbDfj3CHY7L,['bay area indie'],Alternative,Excitement
Dinosaur Jr.,Thumb,"noise pop, noise rock, permanent wave, power pop, lo-fi, alternative rock",Green Mind,0zdYbiqeN689QCTQnAZHFs,6O2rF8WIEEUPxxOYqWOacF,"['noise pop', 'noise rock', 'permanent wave', 'power pop', 'lo-fi', 'alternative rock']",Pop,Emotions unable to be determined
Skrape,Waste,industrial metal,New Killer America,7lwNiyz8TK4xDj3qalQqUT,4vPIYzy3FsED74SnwE4lEh,['industrial metal'],Rock,Emotions unable to be determined
J Mascis,Old Friends,"lo-fi, gbvfi, western mass indie, alternative rock",What Do We Do Now,3W9Az0Fy3ms1OylTklZLFp,5zXKvifRMlKDijAwCOnHWZ,"['lo-fi', 'gbvfi', 'western mass indie', 'alternative rock']",Alternative,Emotions unable to be determined
Modern English,I Melt with You,"synthpop, new romantic, new wave pop, new wave",After the Snow,6J2rMSRhgb4HuX6dWgM3nJ,4vRPqgP624nl5Nupi3AxzZ,"['synthpop', 'new romantic', 'new wave pop', 'new wave']",Pop,Emotions unable to be determined
Chris Walla,Sing Again,"alternative, indie, rock ",Field Manual,7hUXXjTWiQgPiNKZck90u3,4M3imZVCKVzLuZEYP0Xe1M,"['alternative', 'indie', 'rock ']",Alternative,Emotions unable to be determined
Leon Bridges,Beyond,"neo soul, soul, modern blues",Good Thing,1Omt5bfz1tZUCqd26HxbS0,7J9fifadXb0PPSBWXctbi8,"['neo soul', 'soul', 'modern blues']",R&B,Distress
Walker Hayes,Fancy Like,"country, contemporary country, modern country rock, country road",Country Stuff the Album,58UKC45GPNTflCN6nwCUeF,4sShdTo9jO2RGLgDkZBgN8,"['country', 'contemporary country', 'modern country rock', 'country road']",Country,"Excitement, Anxiety, Contempt"
New Order,I'll Stay with You,"new romantic, uk post-punk, permanent wave, madchester, dance rock, new wave, post-punk, synthpop, alternative rock",Lost Sirens,6MpyaUgutthEieLdLtMmVr,1xIJNoqd0CvP8LZlt7D9uU,"['new romantic', 'uk post-punk', 'permanent wave', 'madchester', 'dance rock', 'new wave', 'post-punk', 'synthpop', 'alternative rock']",Rock,"Fear, Amusement, Confusion"
Phish,Sample in a Jar,jam band,Hoist,6MCUdqOifrEomDtrgZlJ8O,5desuSVmQddmKNvvU2ATcf,['jam band'],Rock,Sadness
Rich Brian,Yellow (feat. Bekon),indonesian hip hop,The Sailor,3mPif8Y8v5n7D9NqT7PWMi,4BmpDhIUZ6x3cdleJkocVq,['indonesian hip hop'],Hip-Hop,"Distress, Anger"
AINT,Way to You,chill house,Wa to Yo,6hheFi1jCJO8bNDrvy82RO,2WcxGYEotHBjH4VuCk2GGB,['chill house'],Electronic,Emotions unable to be determined
Jim James,State of the Art - A.E.I.O.U.,shiver pop,Regions of Light and Sound of God,1oHp0l35qOOJS4zrElISNb,3S9HLKJlIahphBAjzsHDzi,['shiver pop'],Pop,Amusement
Vitamin C,I Can't Say No,Pop dance,More,7EAUPXkmFltAo0fNpAxYk5,1gWjx7YRfHyTr2ixHiPhCV,['Pop dance'],Pop,Emotions unable to be determined
James,"Coming Home, Pt. 2","permanent wave, madchester, pop rock, britpop",Living in Extraordinary Times,0ivFedMsultQ1mF3yU7TkZ,1OfratMAuhHpwYRo3wVbmz,"['permanent wave', 'madchester', 'pop rock', 'britpop']",Pop,Emotions unable to be determined
The Brave,Aura (Reimagined),"australian metalcore, australian post-hardcore",Aura,6Llehp8yYCeL4QPbd7vOdd,7nEAYLNCladVpxJ7bBxbzp,"['australian metalcore', 'australian post-hardcore']",Rock,Emotions unable to be determined
Týr,Ragnars Kvæði,"faroese rock, symphonic metal, viking metal, folk metal, power metal, nordic folk metal",Hel,4BFAWseIEtcdOKAiAxVLB7,4lhDKkNmLDgGS9LZWMwpHU,"['faroese rock', 'symphonic metal', 'viking metal', 'folk metal', 'power metal', 'nordic folk metal']",Rock,"Joy, Distress"
Steve Earle,Ben McCulloch,"classic texas country, alternative country, outlaw country, folk, singer-songwriter, heartland rock, roots rock, country rock",Train a Comin',5Bf4ySoEZ499XOPjDw0lIz,64DNjGvRmxv0GiDYqnrrqL,"['classic texas country', 'alternative country', 'outlaw country', 'folk', 'singer-songwriter', 'heartland rock', 'roots rock', 'country rock']",Country,"Amusement, Excitement, Distress"
Various Artists,Besame Mucho - Bonus Track- Great Expectations OST,"Rock, pop",Great Expectations,28hJLJrfLEa7vCvlqGGJXF,2YE4tk7FOB1GlbkwpsJHxo,"['Rock', 'pop']",Pop,Emotions unable to be determined
Daughtry,Home,"alternative metal, pop rock, neo mellow, post-grunge",It's Not Over...The Hits So Far,7KPTwEENcZ5r4KJ6FHmhLP,6hn4a3mFIw3FTUIVQWGSEE,"['alternative metal', 'pop rock', 'neo mellow', 'post-grunge']",Rock,Emotions unable to be determined
Mastodon,Steambreather,"progressive groove metal, progressive sludge, stoner rock, atlanta metal, stoner metal, alternative metal, sludge metal, metal",Emperor of Sand,4Ut80ggQbyiJN2pGCs7VfB,1VzmKgEG38fsUBZVe15wuF,"['progressive groove metal', 'progressive sludge', 'stoner rock', 'atlanta metal', 'stoner metal', 'alternative metal', 'sludge metal', 'metal']",Rock,Emotions unable to be determined
Riverside,Friend or Foe?,"polish prog, progressive metal, prog metal",ID.Entity,4lQXU2fMJZCaZiWihnVmOg,06jE9Kq7KU3cfms3gUoICf,"['polish prog', 'progressive metal', 'prog metal']",Rock,Emotions unable to be determined
Belinda Carlisle,Avec Le Temps,"soft rock, new romantic, new wave pop",Voila,1YYshYxBbrjBOFBXESUHct,1pAD7GYXtff3r8bUHOCWPP,"['soft rock', 'new romantic', 'new wave pop']",Pop,Emotions unable to be determined
Failure,Undone,spacegrunge,Magnified,6k7TQSB0vW7EuSJs9vEvNl,5LTiLtGa8g0TWWcjL2ymnR,['spacegrunge'],Rock,Emotions unable to be determined
PnB Rock,Selfish,"trap, rap, melodic rap",GTTM: Goin Thru the Motions,2xbI8Vmyv3TkpTdywpPyNw,7eFfp9r4A30ueN9A5EJbk2,"['trap', 'rap', 'melodic rap']",Hip-Hop,"Excitement, Anger, Amusement"
Covenant,Wir Sind die Nacht,"swedish synth, futurepop, ebm, cyberpunk, aggrotech, electro-industrial, industrial metal, dark wave",Modern Ruin,7cWHuMaIq9oHdlW2E47Hbk,2w603tzO1hDpsUOlW0QHhC,"['swedish synth', 'futurepop', 'ebm', 'cyberpunk', 'aggrotech', 'electro-industrial', 'industrial metal', 'dark wave']",Rock,Emotions unable to be determined
Roxette,Almost Unreal,"synthpop, europop, swedish pop",Crash! Boom! Bang!,5AKBbv9A9jfPce0KkH27Cd,3f5WapBpTtNqVF079EhUhV,"['synthpop', 'europop', 'swedish pop']",Pop,Emotions unable to be determined
Madonna,Frozen,"pop, dance pop",Ray of Light,2II03llydk4YnkBBvoYB3B,6cuNyrSmRjBeekioLdLkvI,"['pop', 'dance pop']",Pop,Emotions unable to be determined
Elvis Costello,This Is Hell,"singer-songwriter, permanent wave, power pop, new wave pop, new wave",Brutal Youth,4HqraNuWtJieXGuE7nAhEp,5BZDMsWJJImD6r28jzNnYj,"['singer-songwriter', 'permanent wave', 'power pop', 'new wave pop', 'new wave']",Pop,Fear
Pavement,Harness Your Hopes - B-side,"lo-fi, indie rock, shoegaze, chamber pop, alternative rock",Brighten the Corners,4vsoWZcvtvSsE0OiVvDDvX,2z8iibF0hCuBb9h9gYkuO7,"['lo-fi', 'indie rock', 'shoegaze', 'chamber pop', 'alternative rock']",Rock,"Excitement, Anger"
Nikki Lane,Highway Queen,"outlaw country, alternative country, new americana",Highway Queen,1HSK85Escjg7ClgwgnMI0G,0tYgeDm3xRF6AV19UwDXXW,"['outlaw country', 'alternative country', 'new americana']",Country,Emotions unable to be determined
Lecrae,I Wouldn't Know,christian hip hop,Church Clothes 3,2rkL1X5GFvMkw289b58ABj,0GQbfLGdMMzcOhurx9L2fU,['christian hip hop'],Hip-Hop,"Excitement, Amusement, Anger"
Quiet Riot,Cum on Feel the Noize,"rock, glam metal, hard rock, album rock, metal, classic rock",Metal Health,3vV3cr2TpPqFk07zxYUbla,3Q3rQ8FK1e9Fd9Gv9xm3CK,"['rock', 'glam metal', 'hard rock', 'album rock', 'metal', 'classic rock']",Rock,Emotions unable to be determined
Tuxedomoon,What Use,"no wave, industrial, zolo, experimental, experimental rock",Half-Mute,65GGF5398JlGvXqbuGksLU,0yHEz8L0B0BT9V1C9tTuMq,"['no wave', 'industrial', 'zolo', 'experimental', 'experimental rock']",Electronic,Emotions unable to be determined
Manowar,The Sons of Odin,"us power metal, speed metal, comic metal, hard rock, metal, power metal",Gods of War,1sbwDc6mq6sLb8RnoACfeX,0HMX9EYI9nsFyyQ286WRQ9,"['us power metal', 'speed metal', 'comic metal', 'hard rock', 'metal', 'power metal']",Rock,Emotions unable to be determined
Anuel AA,RD,"trap boricua, reggaeton flow, reggaeton, puerto rican pop, trap latino, urbano latino",Los Dioses,3F5OoUJSVVC1f5PwOxcx0N,28adqly9V7wm5DFr7hlqtK,"['trap boricua', 'reggaeton flow', 'reggaeton', 'puerto rican pop', 'trap latino', 'urbano latino']",Reggae,"Excitement, Fear"
Too Much Joy,Crush Story,"jangle pop, power pop",Cereal Killers,3QBdwJOhS0Zen5Bs7zchih,0Hoe9CKYBPmT1SehNzKpGl,"['jangle pop', 'power pop']",Pop,Emotions unable to be determined
The Gap Band,Big Fun,"post-disco, funk, soul, quiet storm, p funk, motown, disco",Gap Band 8,618ZtY9C7u9LeZ3KlKpKZA,6qfS6V7oULjU7c1VwxpDbi,"['post-disco', 'funk', 'soul', 'quiet storm', 'p funk', 'motown', 'disco']",Pop,Emotions unable to be determined
Dave Matthews,"One Sweet World - Live at Luther College, Decorah, IA - February 1996","neo mellow, pop rock",Live at Luther College,2G1oUdDAgP8yNsOSzerzQu,3WdvcOJfJn5tbGaatpUy7s,"['neo mellow', 'pop rock']",Rock,Emotions unable to be determined
TLC,Baby-Baby-Baby,"girl group, dance pop, atl hip hop, r&b, hip pop, urban contemporary, contemporary r&b",TLC,1zTuB57LYZa7xu7KUH8kF0,19lVMS3ZOoJi5CdRKvoOiP,"['girl group', 'dance pop', 'atl hip hop', 'r&b', 'hip pop', 'urban contemporary', 'contemporary r&b']",Pop,Emotions unable to be determined
Above The Law,The Streets,"g funk, west coast rap",Legends,65OJwNEbXd7Cem265O0WUD,3UmD8QXMow6NNm6QGc537e,"['g funk', 'west coast rap']",Hip-Hop,Excitement
The Flatliners,Hang My Head,"orgcore, melodic hardcore, skate punk, canadian punk, ska",Inviting Light,6Kbgfwie549kkCo8j03Wc8,19eqA2kQzA462qmLhXinoq,"['orgcore', 'melodic hardcore', 'skate punk', 'canadian punk', 'ska']",Rock,Excitement
Ruthie Foster,War Pigs,modern blues,Joy Comes Back,0d4p3aoXEOoXsKM0b9EZ4F,0KVRKuJ3L6dpheQaBJZJrt,['modern blues'],Blues,"Excitement, Determination"
Kraftwerk,The Robots,"dusseldorf electronic, proto-techno, early synthpop, electro, synthpop",3-D The Catalogue,0Y2g8sPcqotTea1vxkQgCf,6nnO5r6I1JtSZ8eTwwIiIF,"['dusseldorf electronic', 'proto-techno', 'early synthpop', 'electro', 'synthpop']",Pop,Emotions unable to be determined
Accept,Monsterman,"german metal, speed metal, thrash metal, glam metal, german heavy metal, hard rock, metal, power metal",Russian Roulette,5DO82I5uJEQQpsv7Qraghm,4UHdxyNnLOr6kAZLo1KB9e,"['german metal', 'speed metal', 'thrash metal', 'glam metal', 'german heavy metal', 'hard rock', 'metal', 'power metal']",Rock,Emotions unable to be determined
Waxahatchee,Be Good,"indie pop, bubblegrunge, countrygaze, indie rock, alabama indie, chamber pop",American Weekend,1AqAjQpKm1gWBgK1FPCYv4,70rEcVmTrburW4qAlMEZx3,"['indie pop', 'bubblegrunge', 'countrygaze', 'indie rock', 'alabama indie', 'chamber pop']",Pop,Emotions unable to be determined
Thursday,Resuscitation of a Dead Man,"pop punk, emo, screamo, post-hardcore, new jersey hardcore",Common Existence,6V2cc0uw6vMEDGsCEF6N1k,5LHF03QKaoBRZeMcXMrsRj,"['pop punk', 'emo', 'screamo', 'post-hardcore', 'new jersey hardcore']",Rock,Emotions unable to be determined
Marilyn Martin,Night Moves,rock,Marilyn Martin,3NiaJXqECvnb6GABk6bmoP,488IK91i0GxAWrT3ns6Wec,['rock'],Rock,Emotions unable to be determined
Mark Ronson,Uptown Funk (feat. Bruno Mars),pop soul,Uptown Special,32OlwWuMpZ6b0aN2RZOeMS,3vLaOYCNCzngDf8QdBg2V1,['pop soul'],Pop,"Excitement, Anger, Surprise (negative)"
Within Temptation,Frozen,"dutch metal, symphonic metal, gothic metal, gothic symphonic metal",The Heart of Everything,1uo6IzolNNLFNpyQGDZwJ5,4jE1uyxDWwHuSGQmbsusLM,"['dutch metal', 'symphonic metal', 'gothic metal', 'gothic symphonic metal']",Rock,Emotions unable to be determined
KeKe Wyatt,Tennessee Whiskey,"urban contemporary, r&b, contemporary r&b, hip pop",Keke Covers,2uPGRSAFR8qMBbhBnTj696,6kDkdowgVHGcQRzOKd9dPU,"['urban contemporary', 'r&b', 'contemporary r&b', 'hip pop']",R&B,Joy
Bathory,One Rode to ASA Bay,"thrash metal, pagan black metal, autonomous black metal, viking black metal, old school thrash, viking metal, black metal, swedish black metal, black thrash, metal, swedish metal",Hammerheart,58HV7ZJ99McDZ5P8nBnt9g,2ptBwIHjXVgM4al3YWTdlb,"['thrash metal', 'pagan black metal', 'autonomous black metal', 'viking black metal', 'old school thrash', 'viking metal', 'black metal', 'swedish black metal', 'black thrash', 'metal', 'swedish metal']",Rock,Emotions unable to be determined
Camo & Krooked,Ember (Noisia Remix),"austrian dnb, drum and bass, dancefloor dnb",Mosaik,7CWuV0Yqv9SybcfYRfczzB,4O4nHmCQlGvlFOyrfxbaRl,"['austrian dnb', 'drum and bass', 'dancefloor dnb']",Electronic,Emotions unable to be determined
Royal Republic,Boomerang,"swedish garage rock, swedish alternative rock",Club Majesty,79bq1g4fcKqTtBQkK4B61O,2PzfMWIpq6JKucGhkS1X5M,"['swedish garage rock', 'swedish alternative rock']",Rock,"Excitement, Amusement"
RAT BOY,DON'T HESITATE,english indie rock,Internationally Unknown,1x9X02Z1NWgCQYBapAOQDt,6CmLr5c2MVLdQlhWgWdcJK,['english indie rock'],Rock,Emotions unable to be determined
Guided By Voices,Pendulum,"noise pop, alternative rock, power pop, lo-fi, indie rock, alternative pop, modern power pop, gbvfi, ohio indie, chamber pop, dayton indie",Same Place the Fly Got Smashed,6xx9TnyMX6EwRIYjHBzW08,34GHEHF9oNZr54nCYvDhGu,"['noise pop', 'alternative rock', 'power pop', 'lo-fi', 'indie rock', 'alternative pop', 'modern power pop', 'gbvfi', 'ohio indie', 'chamber pop', 'dayton indie']",Pop,"Anger, Distress, Excitement"
Phish,Rift,jam band,Rift,20meXI93BMqHzaTg4Tlmuw,3iiHj2P7DD5omB11AtNd97,['jam band'],Rock,Emotions unable to be determined
Matt Costa,Mr. Pitiful,neo mellow,Unfamiliar Faces,2fZBjgofYKkUjV9LkMgWYM,0vLWaIUngCAgBtez7W7hIk,['neo mellow'],Pop,"Sadness, Fear, Determination"
TREASURE,BOY,k-pop boy group,The First Step: Treasure Effect,18uXUUPFfj6XF4hsmp65gB,5tQDFmW8QrZdTsICpLQBTL,['k-pop boy group'],Pop,"Excitement, Distress"
Linkin Park,One More Light,"nu metal, rock, rap metal, alternative metal, post-grunge",One More Light,3xXBsjrbG1xQIm1xv1cKOt,5Eevxp2BCbWq25ZdiXRwYd,"['nu metal', 'rock', 'rap metal', 'alternative metal', 'post-grunge']",Rock,"Excitement, Distress, Joy"
Great White,Call It Rock N' Roll,"hard rock, album rock, glam metal",Hooked,1uCwzX4cdrbTlTCL07PWJX,1pHmdjgNBRHGFIObm8mFhj,"['hard rock', 'album rock', 'glam metal']",Rock,Emotions unable to be determined
Death Angel,Dethroned,"metal, old school thrash, death metal, thrash metal",Killing Season,1KRDyC5788qOVuq5KPBf5g,46m3jcl2UE1VSm9E2c2cwf,"['metal', 'old school thrash', 'death metal', 'thrash metal']",Rock,Emotions unable to be determined
Ulver,Cromagnosis,"downtempo, post-metal, norwegian black metal, norwegian metal, drone metal, black metal, doom metal",ATGCLVLSSCAP,2esJV4LUEExcSyAKoufdpg,60YalK9oRFXskrRyMicOqN,"['downtempo', 'post-metal', 'norwegian black metal', 'norwegian metal', 'drone metal', 'black metal', 'doom metal']",Rock,Emotions unable to be determined
Sofía Reyes,Llegaste tú (feat. Reykon),"latin viral pop, mexican pop, latin pop, reggaeton",Louder!,79Bm3DTEYuQsDpUVHbSRsL,7tPQLOpoHALuSuHcDFUgB8,"['latin viral pop', 'mexican pop', 'latin pop', 'reggaeton']",Pop,Emotions unable to be determined
Andy Grammer,Fresh Eyes,"neo mellow, post-teen pop, viral pop",The Good Parts,7gm2omqXDTaT4sS17hSu8T,1HxoWQzPqd5JZyBpQ9ZlSf,"['neo mellow', 'post-teen pop', 'viral pop']",Pop,Excitement
Carl Wilson,Heaven,"Rock, folk",Carl Wilson,6DSGsQwYu78PMYKOY5wnLA,5883M46j7r0r5tWRg0BVUj,"['Rock', 'folk']",Folk,Emotions unable to be determined
Gang Of Four,What We All Want,"punk, uk post-punk, funk rock, dance rock, post-punk, art punk, alternative rock",Solid Gold,4DWtHczGxxuNdf0yM1enbk,6dhsLGebvHR7CCf5hKQUYG,"['punk', 'uk post-punk', 'funk rock', 'dance rock', 'post-punk', 'art punk', 'alternative rock']",Rock,Emotions unable to be determined
Chayanne,Un Siglo Sin Ti,"puerto rican pop, latin pop",Chayanne,5NSJ0qoxwbO26tVvqpL4N2,51dg2LdYMIVQqCuUBlfQsN,"['puerto rican pop', 'latin pop']",Pop,Emotions unable to be determined
LeAnn Rimes,I Want To With You,"country, country dawn, contemporary country, country road",This Woman,0Uw8nj6rQoA15ZfTmLQA3I,24M3MEsb8IvkTUX9PBV8Bf,"['country', 'country dawn', 'contemporary country', 'country road']",Country,Emotions unable to be determined
The Screaming Jets,Guitar Band,australian rock,Gotcha Covered,1FZa6gf0OuCHOQFQoGozdn,6LS6WxhA3Jyf7FpLoB36yI,['australian rock'],Rock,Emotions unable to be determined
Tokio Hotel,What If,german pop rock,Dream Machine,6jVhfDfZwUmtzDcndMiBt4,7C6qrrlEbLZBLqJ56TW66A,['german pop rock'],Rock,Emotions unable to be determined
Xiu Xiu,Botanica de Los Angeles,"grave wave, noise pop, dream pop, bay area indie, art pop, experimental, experimental rock, experimental pop",Angel Guts: Red Classroom,6CFyJlcLnVmmdcjBr2XdEV,4R1B06xtsaIYbDxWLtb7kr,"['grave wave', 'noise pop', 'dream pop', 'bay area indie', 'art pop', 'experimental', 'experimental rock', 'experimental pop']",Pop,Emotions unable to be determined
Phish,You Enjoy Myself - Live,jam band,St. Louis '93,4LEjcMMz9iVV9AyAC8HZzn,2pt2nczKrusVXR9DP7UMhR,['jam band'],Rock,Emotions unable to be determined
Goatwhore,Collapse in Eternal Worth,"brutal death metal, groove metal, louisiana metal, deathgrind, sludge metal, death metal",Blood for the Master,292lFZ7UngWOljjYuVBmIV,3pcqyG46XxOrZb2rAyIdpm,"['brutal death metal', 'groove metal', 'louisiana metal', 'deathgrind', 'sludge metal', 'death metal']",Rock,Emotions unable to be determined
Natalie Prass,Why Don't You Believe In Me,"indie pop, rva indie",Natalie Prass,5CwBDpKilICjeViJbUiYpH,21zH1ohnZ6T0g95ZnUTwBM,"['indie pop', 'rva indie']",Pop,"Fear, Excitement, Anxiety"
P.O.D.,This Time,"funk metal, rap rock, nu metal, rap metal, alternative metal",Testify,0l4WZPbl06pM4sds54Z1we,5RIaPLtgEKqhRjLO5KHZfo,"['funk metal', 'rap rock', 'nu metal', 'rap metal', 'alternative metal']",Rock,Emotions unable to be determined
Ciara,Level Up,"dance pop, r&b, hip pop, urban contemporary, pop",Beauty Marks,40VqYKBAJP901tpuq6WMt7,5rJuc8VCoqz1L3SmUscLkw,"['dance pop', 'r&b', 'hip pop', 'urban contemporary', 'pop']",Pop,Excitement
Stabbing Westward,Nothing,"alternative metal, industrial metal, nu metal, industrial rock",Ungod,4VsG16CXaeWUFVBSD1VwY6,5M8HPEsd7f27k8X7gppRfv,"['alternative metal', 'industrial metal', 'nu metal', 'industrial rock']",Rock,Emotions unable to be determined
You Me At Six,Room to Breathe,"pop emo, modern alternative rock, pop punk, neon pop punk, modern rock",Cavalier Youth,0wsxTNqJPuw4DaR9vLKif1,0Jc8iit7R0U4lHflud7pdA,"['pop emo', 'modern alternative rock', 'pop punk', 'neon pop punk', 'modern rock']",Pop,Emotions unable to be determined
Chris Potter,Exclamation,"jazz saxophone, contemporary post-bop",Circuits,1kvbvC5bAOd4xzfUTxCpum,1NcTTZqU6GGgyez1avoqwl,"['jazz saxophone', 'contemporary post-bop']",Jazz,Emotions unable to be determined
Sinergy,Suicide by My Side,finnish power metal,Suicide by My Side,3v27ZmT4HsKaTDrGswYC0o,0RExpkLhSxTjnexywriEzs,['finnish power metal'],Rock,Emotions unable to be determined
Moby,This Wild Darkness,"downtempo, electronica","Everything Was Beautiful, and Nothing Hurt",5LwuYetop8ym6rbX86DGs3,1Puz2Otjvfmcza22endA13,"['downtempo', 'electronica']",Electronic,"Tiredness, Sadness"
Yanni,Orchid,new age,Sensuous Chill,1jr1dgeREYB1Jiq20Q0K6X,2D2itHRM4C19l77k6OCHhR,['new age'],Electronic,Emotions unable to be determined
John K. Samson,When I Write My Master's Thesis,"manitoba indie, canadian indie, canadian indie folk",Provincial,0liT69dkJVAZxG3O2Lpkik,6ue2jxn7CfLiYe2RZnqBog,"['manitoba indie', 'canadian indie', 'canadian indie folk']",Alternative,"Amusement, Joy, Distress"
