artist,song_name,genres,album_name,song_id,album_id,genres_list,singular_genre,Top Emotions
Anna Calvi,Don’t Beat the Girl out of My Boy,"art pop, chamber psych",Hunter,1eQN2B11BU0sIqBGAGnwsH,4i2XIJtswPyQE6G46wpKpH,"['art pop', 'chamber psych']",Pop,Emotions unable to be determined
SF9,BIBORA,"k-pop, k-pop boy group",Sequence,0F2woEmPkBMafpMCmgKc6a,23325hP3aqsiTottDna0mg,"['k-pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Sabaton,The Attack of the Dead Men,"swedish power metal, swedish metal, power metal",The Great War,2K2NeVnP853rkR5ese8ZLP,7FtCDX4COLE3HR2vBv7411,"['swedish power metal', 'swedish metal', 'power metal']",Rock,Emotions unable to be determined
Blutengel,Black,"modern goth, medieval rock, neue deutsche todeskunst, gothic metal, dark wave",Leitbild,7gbg9elXPip1B9eydKaK26,4CPKPJbBmZZEZLPpiZxm1g,"['modern goth', 'medieval rock', 'neue deutsche todeskunst', 'gothic metal', 'dark wave']",Rock,Excitement
Motörhead,Dogs of War,"speed metal, rock, hard rock, alternative metal, metal",Snake Bite Love,1CVRoa2Gnh7dIqs9hzynaK,01piXPtKIXEhrYvZIkD1RO,"['speed metal', 'rock', 'hard rock', 'alternative metal', 'metal']",Rock,Emotions unable to be determined
Allie X,Not So Bad In LA,"electropop, dark pop, canadian pop, canadian electropop, alt z, metropopolis",Super Sunset,6SoOpWzfJQYw8A2uhXxW8Q,46tqZIHK7vudgW0NCYW4y9,"['electropop', 'dark pop', 'canadian pop', 'canadian electropop', 'alt z', 'metropopolis']",Pop,Emotions unable to be determined
ONF,We Must Love,"k-pop, k-pop boy group",We Must Love,3RNwp04EU8kLyznUGeA2Qn,75Dem3vsxTLZGr31wdAoUo,"['k-pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Gwen Stacy,The Fear In Your Eyes,"christian hardcore, christian metal, screamo",The Life I Know,4QpMKLBnPPjU1KTq3usyTC,1GqBOII1BrUyP0vaV6v1U3,"['christian hardcore', 'christian metal', 'screamo']",Rock,Emotions unable to be determined
Dope,Rebel Yell,"alternative metal, industrial metal, nu metal",No Regrets,00L2MQuug19kvRNs41ZHFp,5zULa2uekANHFzQmI926qs,"['alternative metal', 'industrial metal', 'nu metal']",Rock,Emotions unable to be determined
Heavy Heart,Fruitfly,london indie,Keepsake,4LfPUFtPgmE8uICDIuq7Sr,2RjbyJEIl7XEI9OI9wfMjP,['london indie'],Alternative,Emotions unable to be determined
The Stranglers,Nice'n'Sleazy - Live,"new romantic, glam rock, zolo, pub rock, new wave pop, new wave, protopunk",Giants,5vEFdJ8Vwir7sg3CL57yVa,4gIxDT3ShwIKz9WRDDw6it,"['new romantic', 'glam rock', 'zolo', 'pub rock', 'new wave pop', 'new wave', 'protopunk']",Rock,Emotions unable to be determined
Aaron Lines,You Can't Hide Beautiful,"canadian country, alberta country",Living Out Loud,0RZcHTeLsymGyBd3hDarCm,48oIP2DjolA2g5hYBqxRqx,"['canadian country', 'alberta country']",Country,"Sadness, Distress, Amusement"
Com Truise,Ultrafiche of You,"chillwave, vaporwave, indietronica",Persuasion System,7MwTQqkmTU3qcVkqp8AR6g,6cVMVArVKWLBtW7UY2s8JI,"['chillwave', 'vaporwave', 'indietronica']",Alternative,Emotions unable to be determined
Sundara Karma,She Said,"english indie rock, reading indie, modern rock, modern alternative rock",Youth Is Only Ever Fun in Retrospect,3ZJZjjKFxTqVGJ8QIYKMjp,3Hua29YXoJu25qVEhmssFb,"['english indie rock', 'reading indie', 'modern rock', 'modern alternative rock']",Rock,Emotions unable to be determined
Seaway,Something Wonderful,"pop punk, easycore, anthem emo, canadian pop punk, canadian punk",Vacation,3qocP5BEC1Bu4VVdJPvka6,0O85Fmpwld6BACBMjYx7U8,"['pop punk', 'easycore', 'anthem emo', 'canadian pop punk', 'canadian punk']",Pop,Emotions unable to be determined
Dolly Parton,Jesus & Gravity,"country, country dawn, classic country pop",Backwoods Barbie,2cNLiYh3JEoNg1XJ5EzU6H,4eTUUmMXduC37zutOeqPJU,"['country', 'country dawn', 'classic country pop']",Country,Emotions unable to be determined
Greyson Chance,shut up,"post-teen pop, viral pop",Portraits,0vBlrSOT8xxEBgKay0Otr4,3YuXuSnRfq8NuYE7UjHQKk,"['post-teen pop', 'viral pop']",Pop,Emotions unable to be determined
HONNE,Location Unknown ◐,uk pop,Love Me / Love Me Not,6A1GBCMwbfhkB9e1thR8a8,0fwZXPXf41aF6H0CN3UtXV,['uk pop'],Pop,Sadness
Story Of The Year,Bang Bang,"pop punk, neon pop punk, screamo",Wolves,2T8MP8QR1qP6XhCFJj4wxa,17q9CmOhDYE5vu1wGRWfzi,"['pop punk', 'neon pop punk', 'screamo']",Pop,Emotions unable to be determined
Chris Brown,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)","r&b, rap",Heartbreak on a Full Moon,5gx2E5aIXMRBellPZW1up5,3zak0kNLcOY5vFcB3Ipskp,"['r&b', 'rap']",Hip-Hop,"Determination, Excitement, Amusement"
Bone Thugs-N-Harmony,Coming Home (feat. Stephen Marley),"hip hop, ohio hip hop, gangster rap, rap",New Waves,0Y75BQVdEGORmBvetbB9h2,0X5mrdEbUGFAtKu04rS90A,"['hip hop', 'ohio hip hop', 'gangster rap', 'rap']",Hip-Hop,Emotions unable to be determined
Midnight Oil,Blue Sky Mine - 2011 Remaster,"australian rock, new romantic",Blue Sky Mining,6z9ehfxE973fOlKJKNJL2x,4C3raKL0dzfTitM3YtqN1S,"['australian rock', 'new romantic']",Rock,Emotions unable to be determined
Yvonne Catterfeld,Irgendwas,german pop,Guten Morgen Freiheit,4cSE9G8yT2TGfuMSkbNsrZ,07YkxaD8i5UZIMVZsqogyb,['german pop'],Pop,Emotions unable to be determined
Björk,Utopia,"trip hop, alternative rock, permanent wave, icelandic experimental, art pop, experimental vocal, icelandic pop, metropopolis, experimental pop, icelandic singer-songwriter, electronica",Utopia,1weQhXd8J4Z6IqNswNTTEa,037hz3oZyrgcJOheyhPMnC,"['trip hop', 'alternative rock', 'permanent wave', 'icelandic experimental', 'art pop', 'experimental vocal', 'icelandic pop', 'metropopolis', 'experimental pop', 'icelandic singer-songwriter', 'electronica']",Pop,Distress
Luka Bloom,Delirious,irish singer-songwriter,Riverside,6huPxCebYLh3bcbjH0biYx,5YoyudTp0qZSt7ka6Nn7lM,['irish singer-songwriter'],Folk,"Excitement, Distress, Romance"
Jack Ü,Where Are Ü Now (with Justin Bieber),"dance pop, pop dance, edm, electro, complextro, electro house, moombahton, brostep",Skrillex and Diplo Present Jack Ü,66hayvUbTotekKU3H4ta1f,6bfkwBrGYKJFk6Z4QVyjxd,"['dance pop', 'pop dance', 'edm', 'electro', 'complextro', 'electro house', 'moombahton', 'brostep']",Pop,Emotions unable to be determined
AJR,My Calling,pov: indie,Living Room,2z00vFwIe6zaCoA0LWmiTX,68ZGCwTDtJGbC3E3gL6d48,['pov: indie'],Alternative,Emotions unable to be determined
Ultravox,Dancing with Tears in My Eyes - 2009 Remaster,"new romantic, zolo, new wave pop, new wave, synthpop",Lament,3RL0sk0ONrt5laiqFnAkAy,15BhyErNMCS96rXaeAkMre,"['new romantic', 'zolo', 'new wave pop', 'new wave', 'synthpop']",Pop,Emotions unable to be determined
Edwyn Collins,I Want You,"solo wave, britpop, scottish new wave",Badbea,3DrOgdpKe3rYePF7lCDAEq,3EIP6yHRKXPcHXpWdTAvBm,"['solo wave', 'britpop', 'scottish new wave']",Pop,Emotions unable to be determined
Dead Poet Society,I hope you hate me.,"boston indie, modern alternative rock",Fission,2I6sRKSNmGPAyHdYnlalVN,6PUmlxsIK7Z2Gr5OSTa5YA,"['boston indie', 'modern alternative rock']",Alternative,Distress
Neil Finn,Divebomber,"solo wave, nz singer-songwriter",Dizzy Heights,26WaTrU2wBpX6AnH3WT0qs,3cwQSyZTWTp1Air5e6jcV9,"['solo wave', 'nz singer-songwriter']",Folk,Emotions unable to be determined
CYNHN,水生 -ν-,"j-pixie, idol rock, alt-idol, j-pop girl group",Blue Cresc.,0HZoGSBT9umYtVagSoPiam,5KnJ6VUWEtvmmncDXhWBPg,"['j-pixie', 'idol rock', 'alt-idol', 'j-pop girl group']",Pop,Emotions unable to be determined
Fun Boy Three,Our Lips Are Sealed,"ska revival, new romantic, new wave pop, new wave",Waiting,6su4BGoEQIhclaNzUosUye,0JVCzhWigJomwGmQhsBAtx,"['ska revival', 'new romantic', 'new wave pop', 'new wave']",Pop,Emotions unable to be determined
Barbra Streisand,Tell Him,"adult standards, operatic pop, soft rock",The Essential Barbra Streisand,4UPjTWu092tpwnevw1Bd1w,03LP0iA5hWsCVeDFHMV7Z8,"['adult standards', 'operatic pop', 'soft rock']",Pop,"Excitement, Sadness, Joy"
Too $hort,Don't Fight the Feelin',"golden age hip hop, gangster rap, hyphy, oakland hip hop, west coast rap, cali rap",Life Is...Too Short,4On54MTAw5sr9IYFxrSJUu,3vuQ0qc1DF5jJ4mz5Thm5J,"['golden age hip hop', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap', 'cali rap']",Hip-Hop,"Anger, Amusement"
The Church,Cobalt Blue,"australian rock, new romantic, new wave, dream pop",Untitled #23,3xFFVJOCszXErkWco4o7a1,1CNd9zR2XdLaQEfmShYYiY,"['australian rock', 'new romantic', 'new wave', 'dream pop']",Rock,Emotions unable to be determined
Swallow The Sun,These Hours Of Despair,"finnish melodeath, finnish death metal, finnish doom metal, doom metal, melodic death metal, finnish metal",Hope,4PRsGswl2Xvi0LF2ZcrDbv,2GtF1v2o5a6edMNYxpNdyc,"['finnish melodeath', 'finnish death metal', 'finnish doom metal', 'doom metal', 'melodic death metal', 'finnish metal']",Rock,Emotions unable to be determined
WJSN,Boogie Up,"k-pop, k-pop girl group",For the Summer,6u5ipVfAHGjTXvWuiI5sKB,53gncm4YYhGNfqgPWSgXbJ,"['k-pop', 'k-pop girl group']",Pop,Emotions unable to be determined
Ramones,Pet Sematary,"punk, rock, permanent wave, early us punk, alternative rock",Brain Drain,2PN0JeaGtkHrlcmwZFWzBM,5UpjwoQrnySbzFDUbtS74d,"['punk', 'rock', 'permanent wave', 'early us punk', 'alternative rock']",Rock,Emotions unable to be determined
Skillet,Legendary,"christian rock, alternative metal, christian alternative rock, christian music",Victorious,2pYaGdqXBrl8MdvuwgtBb7,6uBm8oGd1fJNWpCsaURaPZ,"['christian rock', 'alternative metal', 'christian alternative rock', 'christian music']",Rock,Emotions unable to be determined
Lil Keed,Snake,"trap, melodic rap",Long Live Mexico,3wdnX9UwfyXkNq0FJVhQQD,3JDiBSlLalqzv0GTEDRi8i,"['trap', 'melodic rap']",Hip-Hop,"Excitement, Anger, Determination"
Avey Tare,Ms. Secret,experimental pop,Eucalyptus,7bupj1WV5rwYGrLloDvdBz,5584OSrqEmeqwfKfoWTiT3,['experimental pop'],Pop,Emotions unable to be determined
Ulver,Cromagnosis,"downtempo, post-metal, norwegian black metal, norwegian metal, drone metal, black metal, doom metal",ATGCLVLSSCAP,2esJV4LUEExcSyAKoufdpg,60YalK9oRFXskrRyMicOqN,"['downtempo', 'post-metal', 'norwegian black metal', 'norwegian metal', 'drone metal', 'black metal', 'doom metal']",Rock,Emotions unable to be determined
SEUNGRI,What Can I Do (어쩌라고),k-pop,V.V.I.P,3Juez33mEIcJpQqb5GUK0w,0PdOm0H5lkBuPwreFRs5cz,['k-pop'],Pop,Emotions unable to be determined
Ladytron,Playgirl,"alternative dance, electroclash, neo-synthpop, indietronica, dark synthpop, electronica",604,2i1RPs2CVW6Iw92PuWcQgF,0Rg5gPR4pbwQrnfmTO9yxK,"['alternative dance', 'electroclash', 'neo-synthpop', 'indietronica', 'dark synthpop', 'electronica']",Pop,"Calmness, Tiredness"
Wallows,Are You Bored Yet? (feat. Clairo),pov: indie,Nothing Happens,57RA3JGafJm5zRtKJiKPIm,7eed9MBclFPjjjvotfR2e9,['pov: indie'],Alternative,Emotions unable to be determined
fun.,We Are Young (feat. Janelle Monáe),"baroque pop, metropopolis",Some Nights,7a86XRg84qjasly9f6bPSD,7iycyHwOW2plljYIK6I1Zo,"['baroque pop', 'metropopolis']",Pop,Emotions unable to be determined
Elfonía,de todas mis heridas,"latin metal, metal gotico",Elfonía,0mtYNtHxnh1GXkWEP9zLdN,1Z4AXPjb47fh2TZsJxrydx,"['latin metal', 'metal gotico']",Rock,Emotions unable to be determined
Iggy Pop,Strung Out Johnny,"glam rock, rock, permanent wave, protopunk, alternative rock",Every Loser,6OGIBcJV5qV1FF5uiofnX0,62VSZ71LvrUh1VoSuPgzXd,"['glam rock', 'rock', 'permanent wave', 'protopunk', 'alternative rock']",Rock,Emotions unable to be determined
The Reytons,Market Street,english indie rock,Ballad of a Bystander,4uTRgR6IsSGFnlJzhHyOC8,3tbVVoG2U5m4IAnJTF3YyZ,['english indie rock'],Rock,Emotions unable to be determined
Xiu Xiu,"I Do What I Want, When I Want","grave wave, noise pop, dream pop, bay area indie, art pop, experimental, experimental rock, experimental pop",Women as Lovers,47umk0a3OcaXSDPCoBXdrC,223YqBtsK2pFmmMAbiE371,"['grave wave', 'noise pop', 'dream pop', 'bay area indie', 'art pop', 'experimental', 'experimental rock', 'experimental pop']",Pop,Emotions unable to be determined
Sons And Daughters,Gilt Complex,scottish indie,This Gift,2clqbXLTd7Cwp9p03UiVvH,2Z9VYHgl5gHHth37ARDp1f,['scottish indie'],Alternative,Excitement
Pabllo Vittar,K.O.,"pop nacional, funk pop, dance pop, funk carioca, pop lgbtq+ brasileira",Vai Passar Mal,2UWHLeOOB7bDuVgfVdYMCt,3IXgUtQCYOEDOmmhvaKRKY,"['pop nacional', 'funk pop', 'dance pop', 'funk carioca', 'pop lgbtq+ brasileira']",Pop,Emotions unable to be determined
BTS,Boy in Luv,"k-pop, pop, k-pop boy group",Skool Luv Affair,3FnDv33WrrMtuEr7hNR3ev,5r35iS0uSSoQBKzQj0IeI3,"['k-pop', 'pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Ben Folds Five,Brick,"pop rock, permanent wave, piano rock",Whatever and Ever Amen,4jKq1e80xAYixkIwt6YyV1,3oz8kworUyU7oXjaEVhDsZ,"['pop rock', 'permanent wave', 'piano rock']",Rock,Boredom
X,Los Angeles,"punk, post-punk, hardcore punk, early us punk, alternative rock",Los Angeles,3hgBGx3ShG9uCiJ3kvh8wm,3OpKtGldm7NzZVVn1LFlYn,"['punk', 'post-punk', 'hardcore punk', 'early us punk', 'alternative rock']",Rock,Emotions unable to be determined
Disfear,Get it Off,"grindcore, crust punk, neo-crust, d-beat, swedish hardcore",Live the Storm,4IwVHiRNCOVFE3dqFxHHwm,5HeyYnps1nd5kisqPR8GHM,"['grindcore', 'crust punk', 'neo-crust', 'd-beat', 'swedish hardcore']",Rock,Emotions unable to be determined
Massive Ego,Low Life,futurepop,Beautiful Suicide,4SXdOPSnHhl6fMvq48F9Vw,7DGZwiipEiMuj8nl2LLRo5,['futurepop'],Pop,Emotions unable to be determined
Zara Larsson,Can't Tame Her,"pop, swedish pop, swedish electropop, scandipop",Venus,1G1kKHczSz6Xqv5dCmtkL4,0qqZ6HD72So93exL9rH7zi,"['pop', 'swedish pop', 'swedish electropop', 'scandipop']",Pop,Emotions unable to be determined
The Go-Betweens,Spring Rain - Remastered,"uk post-punk, australian alternative rock, c86, dunedin sound, australian rock",Liberty Belle and the Black Diamond Express,7zKuMjmGniLiNfMEw3rexd,5IDSjW16nQOCCWpzDhMMJ2,"['uk post-punk', 'australian alternative rock', 'c86', 'dunedin sound', 'australian rock']",Rock,Emotions unable to be determined
Graham Nash,Innocent Eyes,"singer-songwriter, folk rock, folk, country rock",Innocent Eyes,5yEjgqVZ3Yy2neTvxt2xbR,2yB5WY2YBYo3BsIpfUk67o,"['singer-songwriter', 'folk rock', 'folk', 'country rock']",Rock,Emotions unable to be determined
black midi,Ducter,"noise rock, crank wave, brutal prog, avant-prog, uk post-punk revival, uk noise rock",Schlagenheim,1VsGcIEJBSwxMMA2QuaLo1,5M9SijJoRgczSknq2LaHJN,"['noise rock', 'crank wave', 'brutal prog', 'avant-prog', 'uk post-punk revival', 'uk noise rock']",Rock,Emotions unable to be determined
Sons Of Apollo,Goodbye Divinity,progressive metal,MMXX,4cCoWTdjeDw42O9ZXVsUCE,7Fjm76WFhPzLF2Dd103Dvz,['progressive metal'],Rock,Emotions unable to be determined
Two Door Cinema Club,Talk,"modern alternative rock, northern irish indie, indie rock, indietronica, modern rock, irish rock",False Alarm,61kT1llk8casyvKZoAEdNR,6bqsvJiwh4RrfzPh0Fb9wL,"['modern alternative rock', 'northern irish indie', 'indie rock', 'indietronica', 'modern rock', 'irish rock']",Rock,Emotions unable to be determined
Brandon Lake,House Of Miracles - Live,"ccm, worship",House of Miracles (Live),13jiKguCr1G5ezO5xewWUW,17fDsLWssfoHLMcMLMF52K,"['ccm', 'worship']",Gospel,Fear
Sevyn Streeter,Before I Do,"trap queen, r&b, hip pop, urban contemporary",Girl Disrupted,0eWkGHUqc5a19PIzJ1v6E4,3rnhvfgbXmDAcESeGp69Tx,"['trap queen', 'r&b', 'hip pop', 'urban contemporary']",Pop,Emotions unable to be determined
Joji,Will He,viral pop,In Tongues,7wvwXi9Z66dcH5t202vVkN,6ZksrxRWlJ7ExylPyJwfLJ,['viral pop'],Pop,Emotions unable to be determined
High On Fire,Devilution,"stoner rock, sludge metal, stoner metal",Blessed Black Wings,4G6WFRNNCLjPigQthVSZJS,2Fez8YmdKDD9732QTBeJzt,"['stoner rock', 'sludge metal', 'stoner metal']",Rock,Emotions unable to be determined
The Brian Jonestown Massacre,Fudge,"noise pop, alternative rock, bay area indie, neo-psychedelic, indie rock, shoegaze, garage rock",The Future Is Your Past,6LM5UWzTO0awFduCVtqdQe,2gSCrwFLHcT0OhMgdMy0Qc,"['noise pop', 'alternative rock', 'bay area indie', 'neo-psychedelic', 'indie rock', 'shoegaze', 'garage rock']",Rock,Emotions unable to be determined
Judas Priest,Love Bites,"rock, glam metal, hard rock, alternative metal, album rock, metal, birmingham metal",Defenders of the Faith,36IWziKKiPQ65IU4cBQ5l2,3o0mPpetAFCOIFkUaw1egl,"['rock', 'glam metal', 'hard rock', 'alternative metal', 'album rock', 'metal', 'birmingham metal']",Rock,Emotions unable to be determined
The Goo Goo Dolls,Name,"neo mellow, pop rock, permanent wave, post-grunge",A Boy Named Goo,1G8jae4jD8mwkXdodqHsBM,1JjGR7DtSA3aRpG99KbhxJ,"['neo mellow', 'pop rock', 'permanent wave', 'post-grunge']",Rock,"Romance, Joy"
Bad Religion,We're Only Gonna Die,"punk, skate punk, socal pop punk",How Could Hell Be Any Worse?,4c066sJzrKuIceqJ0k9ulg,7G9tRlpSNYGMzAjcjpgIJP,"['punk', 'skate punk', 'socal pop punk']",Rock,Emotions unable to be determined
Guided By Voices,Over The Neptune/Mesh Gear Fox,"noise pop, alternative rock, power pop, lo-fi, indie rock, alternative pop, modern power pop, gbvfi, ohio indie, chamber pop, dayton indie",Propeller,7h8bnu16P1gLNCwtiQ1Nk9,6k409xOSDpZWwngrLH1Zdz,"['noise pop', 'alternative rock', 'power pop', 'lo-fi', 'indie rock', 'alternative pop', 'modern power pop', 'gbvfi', 'ohio indie', 'chamber pop', 'dayton indie']",Pop,Emotions unable to be determined
Rancid,Let Me Go,"ska, punk, skate punk",Rancid,1aABR4wfyq8pESFDGUssSO,0mAo7j2DjyboBbRC7mG2uw,"['ska', 'punk', 'skate punk']",Rock,Emotions unable to be determined
Lecrae,I Wouldn't Know,christian hip hop,Church Clothes 3,2rkL1X5GFvMkw289b58ABj,0GQbfLGdMMzcOhurx9L2fU,['christian hip hop'],Hip-Hop,"Excitement, Amusement, Anger"
Spinning Coin,Sleepless,scottish indie,Permo,2ngM7GJ2IfZKpp3hI5lpT2,2jPas0DyjylxmRXE7J9DoC,['scottish indie'],Alternative,Emotions unable to be determined
Lee Kernaghan,Spirit of the Anzacs,"australian indigenous music, australian country",Spirit of the Anzacs,2gxV3aK7K1RYZ50rQkfqpl,3MUXZ1eqsf6q0gKJG7w5bT,"['australian indigenous music', 'australian country']",Country,Sadness
Beach House,Chariot,"baltimore indie, dream pop, indie rock, pov: indie, indietronica, dreamo, modern dream pop",B-Sides and Rarities,12kZPPg7Ve9Br7mEtmVY1h,2K3XaSsGQ9Bxxr7byYAcrO,"['baltimore indie', 'dream pop', 'indie rock', 'pov: indie', 'indietronica', 'dreamo', 'modern dream pop']",Alternative,Emotions unable to be determined
Meat Beat Manifesto,"God O.D., Pt.1","trip hop, british industrial, industrial, industrial rock, industrial hip hop, acid house, intelligent dance music",Storm the Studio,3T54MfbFdRHrOOkXIPQjr7,7H2nuZwpHopMtzX4bEbULM,"['trip hop', 'british industrial', 'industrial', 'industrial rock', 'industrial hip hop', 'acid house', 'intelligent dance music']",Electronic,Emotions unable to be determined
Joe Walsh,The Confessor,"folk rock, rock, blues rock, singer-songwriter, heartland rock, hard rock, soft rock, album rock, country rock, southern rock, mellow gold, classic rock",The Confessor,2gBq12zOMMa5ZAl9zFMjfK,2VjJO68TbOPy1Id8a1PCoO,"['folk rock', 'rock', 'blues rock', 'singer-songwriter', 'heartland rock', 'hard rock', 'soft rock', 'album rock', 'country rock', 'southern rock', 'mellow gold', 'classic rock']",Rock,"Excitement, Disappointment, Horror"
Relient K,Must Have Done Something Right,"pop punk, christian alternative rock, christian punk, canadian ccm",Five Score and Seven Years Ago,3fWWWWj2JvaQ7YF6KIoOWN,3EdcSkbU74N8tGds2pnD50,"['pop punk', 'christian alternative rock', 'christian punk', 'canadian ccm']",Rock,Emotions unable to be determined
Dave Matthews Band,I Did It,"neo mellow, pop rock, jam band",Everyday,4u1WFYkW7pFmFvyUqUKP16,3rSa8BooDEnGNEJevXOwgI,"['neo mellow', 'pop rock', 'jam band']",Rock,"Excitement, Distress, Anger"
Lee Aaron,Powerline,glam metal,Lee Aaron,4St5jcxXZvWUSjm1csLaF7,76HmLy1QQUr9BFYqsZXnj7,['glam metal'],Rock,Emotions unable to be determined
UFO,The Writer - 2009 Remaster,"glam metal, hard rock, album rock, progressive rock, metal",Mechanix,21bNUGjltKmXcnwAr6qRdi,6c9dRxxBXxDutn5GAmnQB2,"['glam metal', 'hard rock', 'album rock', 'progressive rock', 'metal']",Rock,Emotions unable to be determined
Chris Potter,Exclamation,"jazz saxophone, contemporary post-bop",Circuits,1kvbvC5bAOd4xzfUTxCpum,1NcTTZqU6GGgyez1avoqwl,"['jazz saxophone', 'contemporary post-bop']",Jazz,Emotions unable to be determined
The Power Station,Get It On (Bang a Gong) - 2005 Remaster,"new wave pop, new romantic, dance rock, new wave",The Power Station,0UjMFyICQ7k78DX90KhATi,4IpUyI6R1fyDtJF3cmJS4E,"['new wave pop', 'new romantic', 'dance rock', 'new wave']",Rock,Emotions unable to be determined
Karen Elson,Double Roses,british singer-songwriter,Double Roses,3ywoGt0VtwQA620AHYswRb,1p5lpv5I3e9spUNQGvmJC7,['british singer-songwriter'],Folk,Emotions unable to be determined
Chelsea Wolfe,16 Psyche,"grave wave, doomgaze, sacramento indie, dark pop, gaian doom",Hiss Spun,6dfWiUc39g9BjD01irYviR,1nnenAgIzIipcodyg879Vx,"['grave wave', 'doomgaze', 'sacramento indie', 'dark pop', 'gaian doom']",Pop,Emotions unable to be determined
Sonic Youth,(She's in A) Bad Mood,"noise pop, noise rock, rock, shoegaze, alternative rock",Confusion Is Sex,0pWsSBR6al4MJGZq5jKn1c,0WCESPeSMPElpEddTE4KeG,"['noise pop', 'noise rock', 'rock', 'shoegaze', 'alternative rock']",Rock,Sadness
Boards of Canada,Music Is Math,"trip hop, scottish electronic, indietronica, intelligent dance music, electronica",Geogaddi,3MF9cjIlg3R9osw3SgRmEb,4T7JGfRryhw5POaXalkApE,"['trip hop', 'scottish electronic', 'indietronica', 'intelligent dance music', 'electronica']",Electronic,Emotions unable to be determined
CLC,Hobgoblin,"k-pop, korean city pop, k-pop girl group",Crystyle,2pSOUHBQXkN3fS2TAJHhfR,74VP5VvY2CISEqfEkH9Wuc,"['k-pop', 'korean city pop', 'k-pop girl group']",Pop,Emotions unable to be determined
Old Man's Child,Hominis Nocturna,"norwegian black metal, autonomous black metal, melodic black metal, norwegian metal, symphonic black metal, black metal, pagan black metal, death metal",Revelation 666 – The Curse of Damnation,1QYEWoUaGxGeeQAmSHbpSI,1y0M69ESASVy2POllv6tx1,"['norwegian black metal', 'autonomous black metal', 'melodic black metal', 'norwegian metal', 'symphonic black metal', 'black metal', 'pagan black metal', 'death metal']",Rock,Emotions unable to be determined
David Lee Roth,A Lil' Ain't Enough,"hard rock, album rock, classic rock, glam metal",A Little Ain't Enough,6pqf9qWaD6AqHq8kHbkg5i,2lLFPozcsb0GS2tkbeFiJU,"['hard rock', 'album rock', 'classic rock', 'glam metal']",Rock,"Excitement, Amusement, Anger"
Judas Priest,Heading Out to the Highway,"rock, glam metal, hard rock, alternative metal, album rock, metal, birmingham metal",Point of Entry,7sicPw7V9SYJl3Zjme9i4p,02mDd1vg3xHPOxpNYkZIGP,"['rock', 'glam metal', 'hard rock', 'alternative metal', 'album rock', 'metal', 'birmingham metal']",Rock,Emotions unable to be determined
Julio Iglesias,Ni Te Tengo Ni Te Olvido,latin pop,Julio,3pywRP97dJXxHRyu0Egccx,0c0imtMukN0WZGlzLOriHe,['latin pop'],Pop,Emotions unable to be determined
Secondhand Serenade,Why,"pixie, pop punk, neon pop punk, piano rock",A Twist in My Story,0CiIgFSflbWHIlVTLuW1eA,3sMhTzlR0pjqVsefzqvbTa,"['pixie', 'pop punk', 'neon pop punk', 'piano rock']",Pop,Emotions unable to be determined
Ace of Base,Would You Believe,"europop, new wave pop, eurodance",Hidden Gems,4UrOgrtTlekBMX9xYzpRh6,1aOCleRKNqzbn1Qr9crZXF,"['europop', 'new wave pop', 'eurodance']",Pop,Emotions unable to be determined
James,"Coming Home, Pt. 2","permanent wave, madchester, pop rock, britpop",Living in Extraordinary Times,0ivFedMsultQ1mF3yU7TkZ,1OfratMAuhHpwYRo3wVbmz,"['permanent wave', 'madchester', 'pop rock', 'britpop']",Pop,Emotions unable to be determined
Motorpsycho,The Magic & The Wonder (A Love Theme),"norwegian alternative rock, norwegian psychedelic, norwegian rock, jazz metal, norwegian experimental, norwegian prog",Behind the Sun,2oOMNZzg4qDqkqWBfZwVIa,1cpSl53CdagP8d0NFztRcb,"['norwegian alternative rock', 'norwegian psychedelic', 'norwegian rock', 'jazz metal', 'norwegian experimental', 'norwegian prog']",Rock,"Determination, Confusion"
Savatage,Edge of Thorns,"us power metal, thrash metal, glam metal, hard rock, metal, progressive metal, power metal",Edge of Thorns,5gyPxNwQlovXzgcjNjZGYY,6DzA1MfZQtHsreEiIuI9Rx,"['us power metal', 'thrash metal', 'glam metal', 'hard rock', 'metal', 'progressive metal', 'power metal']",Rock,Emotions unable to be determined
Carole King,One to One,"folk rock, brill building pop, singer-songwriter, folk, soft rock, mellow gold, classic rock",One to One,5nI0dG8Div5AApredQ6Z7v,2eE84wMQcQ0YOPvWD8k8eT,"['folk rock', 'brill building pop', 'singer-songwriter', 'folk', 'soft rock', 'mellow gold', 'classic rock']",Rock,Emotions unable to be determined
The Walkmen,The Rat,"noise pop, indie rock, chamber pop",Bows + Arrows,2YIOkqKgg3jZEFoL5qcEPT,4QR9jaNP6Ifh7eqXjhAHw2,"['noise pop', 'indie rock', 'chamber pop']",Pop,Emotions unable to be determined
Slim Thug With The Boss Hogg Outlawz,Ride 4s,houston rap,Serve & Collect,4UMvtVkvqahkvL23BRHwcd,1UvBej9sMmrOxoihKQIYw4,['houston rap'],Hip-Hop,"Excitement, Amusement, Anger"
